神,shén,超自然的存在,신/신성,신성한 존재
站立,zhànlì,直着身体站着,서다,수직 위치
战场,zhànchǎng,打仗的地方,전장,전투 지역
血红,xuèhóng,像血一样的红色,혈색,깊은 빨간색
冲上,chōngshàng,快速向上移动,치솟다,급속한 상승 운동
火中之火,huǒzhōngzhīhuǒ,火中的火,불 속의 불,격렬한 불
粗糙,cūcāo,不光滑的样子,거칠다/조잡하다,질감의 품질
名字,míngzi,人的称呼,이름,개인 식별자
革命,gémìng,社会制度的根本改变,혁명,사회적 변동
赤裸,chìluǒ,没有穿衣服的样子,벌거벗다/드러내다,덮이지 않은 상태
身体,shēntǐ,人的躯体,신체,물리적 형태
行走,xíngzǒu,走路或移动,걷다/움직이다,이동
幻灭,huànmiè,希望破灭,환멸과 파괴,사라짐
