草原,cǎoyuán,长满草的原野,Đồng cỏ/thảo nguyên,Cảnh quan tự nhiên mở
帐篷,zhàngpeng,用来居住的篷子,Lều,Cấu trúc nơi trú ẩn
编织,biānzhī,用线织成布,Dệt/đan,Sáng tạo dệt may
纺轮,fǎnglún,用来纺线的工具,Bánh xe quay,Công cụ dệt may
轮轴,lúnzhóu,车轮的中心轴,Trục/bánh xe,Thành phần cơ khí
屈从,qūcóng,屈服或顺从,Đầu hàng/nhượng bộ,Hành động đầu hàng
晚霞,wǎnxiá,傍晚的彩云,Ánh chiều tà,Màu sắc hoàng hôn
起飞,qǐfēi,飞机开始飞行,Cất cánh,Bắt đầu chuyến bay
秘密,mìmì,不公开的事情,Bí mật,Kiến thức ẩn giấu
高空,gāokōng,很高的天空,Độ cao lớn,Không gian cao
血红,xuèhóng,像血一样的红色,Đỏ máu,Màu đỏ sâu
月亮,yuèliàng,地球的卫星,Mặt trăng,Thiên thể
迟至,chízhì,最晚到,Chậm nhất,Tham chiếu thời gian
诉说,sùshuō,详细地讲述,Kể/narration,Hành động nói
判,pàn,判决或判定,Kết án/kết tội,Phán quyết pháp lý
家园,jiāyuán,家乡或故乡,Quê hương/Tổ quốc,Nơi thuộc về
结伴,jiébàn,一起同行,Đi cùng nhau,Tình bạn
青春,qīngchūn,年轻的时候,Tuổi trẻ,Tuổi trẻ
革命,gémìng,社会制度的根本改变,Cách mạng,Thay đổi xã hội
札记,zhájì,读书时做的笔记,Ghi chú/nhật ký,Hồ sơ bằng văn bản
难民,nànmín,因战争等原因流离失所的人,Người tị nạn,Người di tản
镌刻,juānkè,在硬物上刻字,Khắc/chạm khắc,Sáng tạo nghệ thuật
乞讨,qǐtǎo,向人要钱或食物,Ăn xin,Hành động xin giúp đỡ
木碗,mùwǎn,用木头做的碗,Bát gỗ,Thùng chứa đơn giản
眼红,yǎnhóng,嫉妒或羡慕,Ghen tị/mắt đỏ,Trạng thái cảm xúc
***
混沌,hùndùn,混乱无序的状态,Hỗn loạn/sự nhầm lẫn,Trạng thái không có trật tự
头颅,tóulú,人的头部,Đầu/hộp sọ,Bộ phận cơ thể đại diện cho tâm trí
运货马车,yùnhuòmǎchē,用来运货的马车,Xe chở hàng,Phương tiện vận chuyển
摇摇晃晃,yáoyáohuànghuàng,摇摆不定的样子,Lắc lư/không ổn định,Chuyển động không ổn định
山冈,shāngāng,小山或丘陵,Đồi/núi nhỏ,Đất cao
马车夫,mǎchēfū,驾驶马车的人,Người đánh xe,Người vận hành vận chuyển
上帝,shàngdì,最高的神,Chúa trời,Sinh vật thần thánh
肮脏,āngzāng,不干净的样子,Bẩn thỉu/không sạch,Trạng thái không tinh khiết
膝盖,xīgài,大腿和小腿之间的关节,Đầu gối,Khớp cơ thể
鞭子,biānzi,用来驱赶牲畜的工具,Roi,Công cụ kiểm soát
绝望,juéwàng,完全失去希望,Tuyệt vọng/không hy vọng,Trạng thái cảm xúc
***
打扫,dǎsǎo,清理或清扫,Dọn dẹp/quét,Hành động dọn dẹp
陌不相识,mòbùxiāngshí,不认识的人,Người lạ/không quen biết,Người không quen thuộc
寂寞,jìmò,孤单冷清的感觉,Cô đơn,Sự cô lập cảm xúc
阴沉,yīnchén,天气阴暗的样子,Âm u/tối tăm,Điều kiện khí quyển
泉水,quánshuǐ,从地下涌出的水,Nước suối,Nguồn nước tự nhiên
白白,báibái,没有效果地,Vô ích,Không có mục đích
开放,kāifàng,花朵张开或开放,Mở/nở,Quá trình tự nhiên
美丽,měilì,好看的样子,Xinh đẹp,Chất lượng thẩm mỹ tích cực
负伤,fùshāng,受伤或受伤,Bị thương,Tổn thương thể chất
麦子,màizi,小麦的植株,Lúa mì,Cây trồng ngũ cốc
芳香,fāngxiāng,好闻的气味,Thơm,Chất lượng thơm
荒凉,huāngliáng,人烟稀少的样子,Hoang vắng/cằn cỗi,Cảnh quan trống rỗng
承受,chéngshòu,接受或承担,Chịu đựng/kiên nhẫn,Chấp nhận gánh nặng
雷霆,léitíng,打雷的声音,Sấm sét,Hiện tượng tự nhiên
圣书,shèngshū,神圣的书籍,Sách thánh,Văn bản thánh
上卷,shàngjuàn,书的上半部分,Tập trên,Phần đầu của cuốn sách
翅膀,chìbǎng,鸟类用来飞行的器官,Cánh,Bộ phận cơ thể để bay
明亮,míngliàng,光线充足的样子,Sáng/rõ ràng,Chất lượng ánh sáng
阴沉沉,yīnchénchén,天气很阴暗的样子,Âm u,Điều kiện khí quyển
下卷,xiàjuàn,书的下半部分,Tập dưới,Phần thứ hai của cuốn sách
欢乐,huānlè,快乐的样子,Vui vẻ/hạnh phúc,Cảm xúc tích cực
空空荡荡,kōngkōngdàngdàng,空无一物的样子,Trống rỗng/trống không,Thiếu nội dung
合成,héchéng,把不同的东西合在一起,Kết hợp/hợp nhất,Quá trình thống nhất
劈开,pīkāi,用刀斧等分开,Chẻ/tách,Hành động chia tách
肢体,zhītǐ,人的四肢和身体,Chi/cơ thể,Thành phần thể chất
***
手捧,shǒupěng,用手捧着,Cầm trong tay,Hành động thể chất
亲生,qīnshēng,自己生的孩子,Sinh học/riêng,Mối quan hệ trực tiếp
鲜血,xiānxuè,新鲜的血液,Máu tươi,Máu sống
杯子,bēizi,用来喝水的器皿,Cốc/ly,Thùng chứa
光明,guāngmíng,光亮的样子,Ánh sáng/rõ ràng,Sự chiếu sáng
孪生,luánshēng,双胞胎,Sinh đôi,Anh chị em giống hệt nhau
兄弟,xiōngdì,同父母的男性,Anh em,Anh chị em nam
古波斯,gǔbōsī,古代的波斯,Ba Tư cổ đại,Khu vực lịch sử
高原,gāoyuán,海拔较高的平地,Cao nguyên/đất cao,Đất cao
地带,dìdài,一定的区域,Khu vực/vùng,Khu vực địa lý
神圣,shénshèng,神圣不可侵犯的,Thánh thiện/thần thánh,Chất lượng thần thánh
经典,jīngdiǎn,具有权威性的著作,Cổ điển/kinh điển,Văn bản có thẩm quyền
原野,yuányě,没有树木的广阔平地,Đồng bằng/hoang dã,Cảnh quan mở
洪水,hóngshuǐ,大雨造成的灾害,Lũ lụt,Thảm họa tự nhiên
漫上,mànshàng,水涨上来,Ngập lụt,Nước dâng lên
两岸,liǎng'àn,河的两边,Hai bờ,Các bên của sông
平原,píngyuán,地势平坦的地方,Đồng bằng/đất bằng,Địa hình bằng phẳng
剑刃,jiànrèn,剑的锋利部分,Lưỡi kiếm,Cạnh sắc
光芒,guāngmáng,强烈的光线,Hào quang/ánh sáng,Ánh sáng rực rỡ
走遍,zǒubiàn,走遍所有地方,Đi khắp nơi,Chuyến đi hoàn chỉnh
印度,yìndù,南亚的一个国家,Ấn Độ,Tên quốc gia
西藏,xīzàng,中国的一个自治区,Tây Tạng,Tên khu vực
长途跋涉,chángtúbáshè,走很长的路,Hành trình dài,Chuyến đi mở rộng
雪山,xuěshān,终年积雪的山,Núi tuyết,Đỉnh cao độ cao
乱石,luànshí,散乱的石头,Đá rải rác,Đá không có trật tự
狮子,shīzi,一种大型猫科动物,Sư tử,Động vật hoang dã
寻求,xúnqiú,寻找或追求,Tìm kiếm/săn lùng,Tìm kiếm tích cực
女儿,nǚ'ér,女性的孩子,Con gái,Trẻ em nữ
诗,shī,文学的一种体裁,Thơ ca,Hình thức văn học
流放,liúfàng,被驱逐到远方,Lưu đày,Sự trục xuất
故乡,gùxiāng,出生的地方,Quê hương,Nơi xuất thân
山巅,shāndiān,山的最高处,Đỉnh núi,Đỉnh cao
采纳,cǎinà,接受或采用,Chấp nhận/chấp nhận,Sự chấp nhận
言词,yáncí,说话的内容,Từ ngữ/bài phát biểu,Ngôn ngữ
田野,tiányě,耕种的土地,Cánh đồng,Đất nông nghiệp
粮食,liángshi,可以吃的谷物,Ngũ cốc/thực phẩm,Lương thực chính
谷仓,gǔcāng,储存粮食的地方,Kho ngũ cốc,Tòa nhà lưu trữ
覆盖,fùgài,遮盖在上面,Bao phủ,Lớp bảo vệ
怨恨,yuànhèn,强烈的不满或仇恨,Oán hận,Cảm xúc tiêu cực
祝福,zhùfú,美好的祝愿,Chúc phước,Ước muốn tích cực
黑暗,hēi'àn,没有光线的状态,Bóng tối,Sự vắng mặt của ánh sáng
母亲,mǔqīn,生养自己的女性,Mẹ,Cha mẹ nữ
地母,dìmǔ,大地母亲,Mẹ đất,Nữ thần thánh
夜晚,yèwǎn,天黑到天亮的时间,Đêm,Thời gian của bóng tối
归,guī,属于或归属,Thuộc về,Sở hữu
少女,shàonǚ,年轻的女孩,Thiếu nữ,Nữ trẻ
佩带,pèidài,佩戴或装饰,Mang/trang trí,Hành động trang trí
花朵,huāduǒ,植物的花,Hoa,Vẻ đẹp tự nhiên
鲜嫩,xiānnèn,新鲜嫩滑的样子,Tươi/mềm mại,Chất lượng của tuổi trẻ
嘴唇,zuǐchún,嘴的边缘部分,Môi,Bộ phận cơ thể
火焰般,huǒyànbān,像火焰一样,Như ngọn lửa,Chất lượng lửa
原始,yuánshǐ,最初的或最初的,Nguyên thủy/gốc,Trạng thái cổ đại
头盖骨,tóugàigǔ,头部的骨头,Hộp sọ,Cấu trúc xương
掀开,xiānkāi,揭开或打开,Nâng lên/mở,Hành động mở
神,shén,超自然的存在,Chúa trời/thần thánh,Sinh vật thần thánh
站立,zhànlì,直着身体站着,Đứng,Vị trí thẳng đứng
战场,zhànchǎng,打仗的地方,Chiến trường,Khu vực chiến đấu
血红,xuèhóng,像血一样的红色,Đỏ máu,Màu đỏ sâu
冲上,chōngshàng,快速向上移动,Phóng lên,Chuyển động nhanh lên trên
火中之火,huǒzhōngzhīhuǒ,火中的火,Lửa trong lửa,Lửa dữ dội
粗糙,cūcāo,不光滑的样子,Thô ráp,Chất lượng kết cấu
名字,míngzi,人的称呼,Tên,Người nhận dạng cá nhân
革命,gémìng,社会制度的根本改变,Cách mạng,Sự xáo trộn xã hội
赤裸,chìluǒ,没有穿衣服的样子,Khỏa thân/trần trụi,Trạng thái không che phủ
身体,shēntǐ,人的躯体,Cơ thể,Hình thức thể chất
行走,xíngzǒu,走路或移动,Đi/chuyển động,Sự di chuyển
幻灭,huànmiè,希望破灭,Ảo tưởng và hủy diệt,Sự biến mất
