混沌,hùndùn,混乱无序的状态,Chaos/Verwirrung,Ungeordneter Zustand
头颅,tóulú,人的头部,Kopf/Schädel,Körperteil, der den Geist repräsentiert
运货马车,yùnhuòmǎchē,用来运货的马车,Frachtwagen,Transportfahrzeug
摇摇晃晃,yáoyáohuànghuàng,摇摆不定的样子,Schwankend/unstabil,Instabile Bewegung
山冈,shāngāng,小山或丘陵,Hügel/Hügelkuppe,Erhöhtes Land
马车夫,mǎchēfū,驾驶马车的人,Kutscher,Transportbetreiber
上帝,shàngdì,最高的神,Gott,Göttliches Wesen
肮脏,āngzāng,不干净的样子,Schmutzig/unrein,Unreiner Zustand
膝盖,xīgài,大腿和小腿之间的关节,Knie,Körpergelenk
鞭子,biānzi,用来驱赶牲畜的工具,Peitsche,Kontrollwerkzeug
绝望,juéwàng,完全失去希望,Verzweiflung/Hoffnungslosigkeit,Emotionaler Zustand
***
打扫,dǎsǎo,清理或清扫,Säubern/fegen,Säuberungsaktion
陌不相识,mòbùxiāngshí,不认识的人,Fremder/unbekannt,Unbekannte Person
寂寞,jìmò,孤单冷清的感觉,Einsam,Emotionale Isolation
阴沉,yīnchén,天气阴暗的样子,Düster/dunkel,Atmosphärische Bedingung
泉水,quánshuǐ,从地下涌出的水,Quellwasser,Natürliche Wasserquelle
白白,báibái,没有效果地,Vergeblich,Ohne Zweck
开放,kāifàng,花朵张开或开放,Öffnen/blühen,Natürlicher Prozess
美丽,měilì,好看的样子,Schön,Positive ästhetische Qualität
负伤,fùshāng,受伤或受伤,Verwundet/verletzt,Körperlicher Schaden
麦子,màizi,小麦的植株,Weizen,Getreidepflanze
芳香,fāngxiāng,好闻的气味,Duftend,Aromatische Qualität
荒凉,huāngliáng,人烟稀少的样子,Öde/karg,Leere Landschaft
承受,chéngshòu,接受或承担,Tragen/ertragen,Last akzeptieren
雷霆,léitíng,打雷的声音,Donner,Natürliches Phänomen
圣书,shèngshū,神圣的书籍,Heiliges Buch,Heiliger Text
上卷,shàngjuàn,书的上半部分,Oberer Band,Erster Teil des Buches
翅膀,chìbǎng,鸟类用来飞行的器官,Flügel,Körperteile zum Fliegen
明亮,míngliàng,光线充足的样子,Hell/klar,Qualität des Lichts
阴沉沉,yīnchénchén,天气很阴暗的样子,Düster,Atmosphärische Bedingung
下卷,xiàjuàn,书的下半部分,Unterer Band,Zweiter Teil des Buches
欢乐,huānlè,快乐的样子,Fröhlich/glücklich,Positive Emotion
空空荡荡,kōngkōngdàngdàng,空无一物的样子,Leer/unbesetzt,Ohne Inhalt
合成,héchéng,把不同的东西合在一起,Kombinieren/verschmelzen,Vereinigungsprozess
劈开,pīkāi,用刀斧等分开,Spalten/spalten,Trennende Aktion
肢体,zhītǐ,人的四肢和身体,Gliedmaßen/Körperteile,Körperliche Komponenten
***
手捧,shǒupěng,用手捧着,In den Händen halten,Körperliche Aktion
亲生,qīnshēng,自己生的孩子,Biologisch/eigen,Direkte Beziehung
鲜血,xiānxuè,新鲜的血液,Frisches Blut,Lebendes Blut
杯子,bēizi,用来喝水的器皿,Tasse/Glas,Behälter
光明,guāngmíng,光亮的样子,Helligkeit/Licht,Erleuchtung
孪生,luánshēng,双胞胎,Zwilling,Identische Geschwister
兄弟,xiōngdì,同父母的男性,Brüder,Männliche Geschwister
古波斯,gǔbōsī,古代的波斯,Altes Persien,Historische Region
高原,gāoyuán,海拔较高的平地,Hochland/Plateau,Erhöhtes Land
地带,dìdài,一定的区域,Region/Zone,Geografisches Gebiet
神圣,shénshèng,神圣不可侵犯的,Heilig/göttlich,Göttliche Qualität
经典,jīngdiǎn,具有权威性的著作,Klassiker/Kanon,Autoritativer Text
原野,yuányě,没有树木的广阔平地,Ebene/Wildnis,Offene Landschaft
洪水,hóngshuǐ,大雨造成的灾害,Flut,Naturkatastrophe
漫上,mànshàng,水涨上来,Überschwemmen,Wasser steigt
两岸,liǎng'àn,河的两边,Beide Ufer,Flussseiten
平原,píngyuán,地势平坦的地方,Ebene/Flachland,Ebene Terrain
剑刃,jiànrèn,剑的锋利部分,Schwertklinge,Scharfe Kante
光芒,guāngmáng,强烈的光线,Glanz/Licht,Brillantes Licht
走遍,zǒubiàn,走遍所有地方,Durch ganz reisen,Vollständige Reise
印度,yìndù,南亚的一个国家,Indien,Ländername
西藏,xīzàng,中国的一个自治区,Tibet,Regionsname
长途跋涉,chángtúbáshè,走很长的路,Lange Reise,Erweiterte Reise
雪山,xuěshān,终年积雪的山,Schneebedeckter Berg,Hochgelegener Gipfel
乱石,luànshí,散乱的石头,Verstreute Steine,Ungeordnete Steine
狮子,shīzi,一种大型猫科动物,Löwe,Wildtier
寻求,xúnqiú,寻找或追求,Suchen/suchen,Aktive Suche
女儿,nǚ'ér,女性的孩子,Tochter,Weibliches Kind
诗,shī,文学的一种体裁,Poesie,Literarische Form
流放,liúfàng,被驱逐到远方,Exil,Verbannung
故乡,gùxiāng,出生的地方,Heimatstadt,Herkunftsort
山巅,shāndiān,山的最高处,Berggipfel,Gipfel
采纳,cǎinà,接受或采用,Adoptieren/akzeptieren,Annahme
言词,yáncí,说话的内容,Worte/Rede,Sprache
田野,tiányě,耕种的土地,Felder,Landwirtschaftliches Land
粮食,liángshi,可以吃的谷物,Getreide/Essen,Grundnahrungsmittel
谷仓,gǔcāng,储存粮食的地方,Kornspeicher,Lagergebäude
覆盖,fùgài,遮盖在上面,Bedecken,Schutzschicht
怨恨,yuànhèn,强烈的不满或仇恨,Groll,Negative Emotion
祝福,zhùfú,美好的祝愿,Segen,Positiver Wunsch
黑暗,hēi'àn,没有光线的状态,Dunkelheit,Abwesenheit von Licht
母亲,mǔqīn,生养自己的女性,Mutter,Weiblicher Elternteil
地母,dìmǔ,大地母亲,Erdmutter,Göttliches Weibliches
夜晚,yèwǎn,天黑到天亮的时间,Nacht,Zeit der Dunkelheit
归,guī,属于或归属,Gehören zu,Eigentum
少女,shàonǚ,年轻的女孩,Junges Mädchen,Weibliche Jugend
佩带,pèidài,佩戴或装饰,Tragen/schmücken,Dekorative Aktion
花朵,huāduǒ,植物的花,Blume,Natürliche Schönheit
鲜嫩,xiānnèn,新鲜嫩滑的样子,Frisch/zart,Qualität der Jugend
嘴唇,zuǐchún,嘴的边缘部分,Lippen,Körperteil
火焰般,huǒyànbān,像火焰一样,Feuerähnlich,Feurige Qualität
原始,yuánshǐ,最初的或最初的,Primitiv/original,Alter Zustand
头盖骨,tóugàigǔ,头部的骨头,Schädel,Knochenstruktur
掀开,xiānkāi,揭开或打开,Heben/öffnen,Öffnungsaktion
神,shén,超自然的存在,Gott/Göttlichkeit,Göttliches Wesen
站立,zhànlì,直着身体站着,Stehen,Vertikale Position
战场,zhànchǎng,打仗的地方,Schlachtfeld,Kampfgebiet
血红,xuèhóng,像血一样的红色,Blutrot,Tiefe rote Farbe
冲上,chōngshàng,快速向上移动,Hinaufstürmen,Schnelle Aufwärtsbewegung
火中之火,huǒzhōngzhīhuǒ,火中的火,Feuer im Feuer,Intensives Feuer
粗糙,cūcāo,不光滑的样子,Rau/grob,Texturqualität
名字,míngzi,人的称呼,Name,Persönlicher Identifikator
革命,gémìng,社会制度的根本改变,Revolution,Soziale Umwälzung
赤裸,chìluǒ,没有穿衣服的样子,Nackt/bloß,Unbedeckter Zustand
身体,shēntǐ,人的躯体,Körper,Körperliche Form
行走,xíngzǒu,走路或移动,Gehen/sich bewegen,Fortbewegung
幻灭,huànmiè,希望破灭,Illusion und Zerstörung,Verschwinden
