侍奉,shìfèng,服侍或伺候,รับใช้/ช่วยเหลือ,การกระทำของการบริการ
流血,liúxuè,血液流出,เลือดออก,ความทุกข์ทรมานทางกายภาพ
汕头,shàntóu,中国的一个城市,เมืองซันโถว,การอ้างอิงทางภูมิศาสตร์
伤口,shāngkǒu,受伤的地方,บาดแผล,การบาดเจ็บทางกายภาพ
慰藉,wèijiè,安慰或抚慰,ปลอบใจ,การรักษาทางอารมณ์
遗忘,yíwàng,忘记或失去记忆,ลืม,การสูญเสียความจำ
伴侣,bànlǚ,一起生活的人,เพื่อนคู่,คู่ชีวิต
火把,huǒbǎ,用来照明的火,คบไฟ,แหล่งของแสง
辨认,biànrèn,识别或确认,จดจำ/ระบุ,กระบวนการของการจดจำ
嘴脸,zuǐliǎn,脸的样子,ใบหน้า/ลักษณะ,รูปลักษณ์ของใบหน้า
无可救药,wúkějiùyào,无法挽救的,รักษาไม่ได้/สิ้นหวัง,เกินความช่วยเหลือ
肉体,ròutǐ,人的身体,เนื้อหนัง/ร่างกาย,รูปแบบทางกายภาพ
草原,cǎoyuán,长满草的原野,ทุ่งหญ้า/สเตปป์,ภูมิทัศน์ธรรมชาติที่เปิดโล่ง
帐篷,zhàngpeng,用来居住的篷子,เต็นท์,โครงสร้างที่พักอาศัย
编织,biānzhī,用线织成布,ทอ/ถัก,การสร้างสิ่งทอ
纺轮,fǎnglún,用来纺线的工具,ล้อปั่นด้าย,เครื่องมือสิ่งทอ
轮轴,lúnzhóu,车轮的中心轴,เพลา/แกน,ส่วนประกอบทางกล
屈从,qūcóng,屈服或顺从,ยอมจำนน/ยอมแพ้,การกระทำของการยอมจำนน
晚霞,wǎnxiá,傍晚的彩云,แสงยามเย็น,สีของพระอาทิตย์ตก
起飞,qǐfēi,飞机开始飞行,บินขึ้น,การเริ่มต้นของการบิน
秘密,mìmì,不公开的事情,ความลับ,ความรู้ที่ซ่อนเร้น
高空,gāokōng,很高的天空,ความสูงมาก,พื้นที่สูง
血红,xuèhóng,像血一样的红色,แดงเลือด,สีแดงเข้ม
月亮,yuèliàng,地球的卫星,ดวงจันทร์,วัตถุท้องฟ้า
迟至,chízhì,最晚到,ช้าที่สุด,การอ้างอิงทางเวลา
诉说,sùshuō,详细地讲述,เล่า/บรรยาย,การกระทำของการพูด
判,pàn,判决或判定,ตัดสิน/ลงโทษ,การตัดสินทางกฎหมาย
家园,jiāyuán,家乡或故乡,บ้านเกิด/มาตุภูมิ,สถานที่แห่งการเป็นเจ้าของ
结伴,jiébàn,一起同行,เดินทางด้วยกัน,มิตรภาพ
青春,qīngchūn,年轻的时候,วัยหนุ่มสาว,อายุหนุ่มสาว
革命,gémìng,社会制度的根本改变,การปฏิวัติ,การเปลี่ยนแปลงทางสังคม
札记,zhájì,读书时做的笔记,บันทึก/ไดอารี่,บันทึกที่เป็นลายลักษณ์อักษร
难民,nànmín,因战争等原因流离失所的人,ผู้ลี้ภัย,บุคคลที่พลัดถิ่น
镌刻,juānkè,在硬物上刻字,แกะสลัก/สลัก,การสร้างศิลปะ
乞讨,qǐtǎo,向人要钱或食物,ขอทาน,การกระทำของการขอความช่วยเหลือ
木碗,mùwǎn,用木头做的碗,ชามไม้,ภาชนะธรรมดา
眼红,yǎnhóng,嫉妒或羡慕,อิจฉา/ตาแดง,สถานะทางอารมณ์
***
混沌,hùndùn,混乱无序的状态,ความวุ่นวาย/ความสับสน,สถานะที่ไม่เป็นระเบียบ
头颅,tóulú,人的头部,หัว/กะโหลก,ส่วนร่างกายที่แสดงถึงจิตใจ
运货马车,yùnhuòmǎchē,用来运货的马车,เกวียนขนส่ง,ยานพาหนะขนส่ง
摇摇晃晃,yáoyáohuànghuàng,摇摆不定的样子,โคลงเคลง/ไม่เสถียร,การเคลื่อนไหวที่ไม่เสถียร
山冈,shāngāng,小山或丘陵,เนินเขา/เนินเล็ก,ดินแดนสูง
马车夫,mǎchēfū,驾驶马车的人,คนขับเกวียน,ผู้ดำเนินการขนส่ง
上帝,shàngdì,最高的神,พระเจ้า,สิ่งมีชีวิตศักดิ์สิทธิ์
肮脏,āngzāng,不干净的样子,สกปรก/ไม่สะอาด,สถานะที่ไม่บริสุทธิ์
膝盖,xīgài,大腿和小腿之间的关节,เข่า,ข้อต่อร่างกาย
鞭子,biānzi,用来驱赶牲畜的工具,แส้,เครื่องมือควบคุม
绝望,juéwàng,完全失去希望,สิ้นหวัง/ไร้ความหวัง,สถานะทางอารมณ์
***
打扫,dǎsǎo,清理或清扫,ทำความสะอาด/กวาด,การกระทำของการทำความสะอาด
陌不相识,mòbùxiāngshí,不认识的人,คนแปลกหน้า/ไม่รู้จัก,บุคคลที่ไม่คุ้นเคย
寂寞,jìmò,孤单冷清的感觉,เหงา,การแยกตัวทางอารมณ์
阴沉,yīnchén,天气阴暗的样子,มืดครึ้ม/มืด,สภาพบรรยากาศ
泉水,quánshuǐ,从地下涌出的水,น้ำพุ,แหล่งน้ำธรรมชาติ
白白,báibái,没有效果地,เปล่าประโยชน์,ไม่มีจุดประสงค์
开放,kāifàng,花朵张开或开放,เปิด/บาน,กระบวนการธรรมชาติ
美丽,měilì,好看的样子,สวยงาม,คุณภาพความงามเชิงบวก
负伤,fùshāng,受伤或受伤,บาดเจ็บ/ได้รับบาดเจ็บ,ความเสียหายทางกายภาพ
麦子,màizi,小麦的植株,ข้าวสาลี,พืชธัญพืช
芳香,fāngxiāng,好闻的气味,หอม,คุณภาพกลิ่นหอม
荒凉,huāngliáng,人烟稀少的样子,รกร้าง/แห้งแล้ง,ภูมิทัศน์ที่ว่างเปล่า
承受,chéngshòu,接受或承担,ทนทาน/อดทน,การยอมรับภาระ
雷霆,léitíng,打雷的声音,ฟ้าร้อง,ปรากฏการณ์ธรรมชาติ
圣书,shèngshū,神圣的书籍,หนังสือศักดิ์สิทธิ์,ข้อความศักดิ์สิทธิ์
上卷,shàngjuàn,书的上半部分,เล่มบน,ส่วนแรกของหนังสือ
翅膀,chìbǎng,鸟类用来飞行的器官,ปีก,ส่วนร่างกายสำหรับการบิน
明亮,míngliàng,光线充足的样子,สว่าง/ชัดเจน,คุณภาพของแสง
阴沉沉,yīnchénchén,天气很阴暗的样子,มืดครึ้ม,สภาพบรรยากาศ
下卷,xiàjuàn,书的下半部分,เล่มล่าง,ส่วนที่สองของหนังสือ
欢乐,huānlè,快乐的样子,ร่าเริง/มีความสุข,อารมณ์เชิงบวก
空空荡荡,kōngkōngdàngdàng,空无一物的样子,ว่างเปล่า/ไม่มีอะไร,ขาดเนื้อหา
合成,héchéng,把不同的东西合在一起,รวมกัน/หลอมรวม,กระบวนการรวมเป็นหนึ่ง
劈开,pīkāi,用刀斧等分开,ผ่า/แยก,การกระทำของการแบ่ง
肢体,zhītǐ,人的四肢和身体,แขนขา/ส่วนร่างกาย,ส่วนประกอบทางกายภาพ
***
手捧,shǒupěng,用手捧着,ถือในมือ,การกระทำทางกายภาพ
亲生,qīnshēng,自己生的孩子,เลือดเนื้อ/ของตัวเอง,ความสัมพันธ์โดยตรง
鲜血,xiānxuè,新鲜的血液,เลือดสด,เลือดที่มีชีวิต
杯子,bēizi,用来喝水的器皿,ถ้วย/แก้ว,ภาชนะ
光明,guāngmíng,光亮的样子,ความสว่าง/แสง,การส่องสว่าง
孪生,luánshēng,双胞胎,ฝาแฝด,พี่น้องที่เหมือนกัน
兄弟,xiōngdì,同父母的男性,พี่ชายน้องชาย,พี่น้องชาย
古波斯,gǔbōsī,古代的波斯,เปอร์เซียโบราณ,ภูมิภาคทางประวัติศาสตร์
高原,gāoyuán,海拔较高的平地,ที่ราบสูง/ที่สูง,ดินแดนสูง
地带,dìdài,一定的区域,ภูมิภาค/เขต,พื้นที่ทางภูมิศาสตร์
神圣,shénshèng,神圣不可侵犯的,ศักดิ์สิทธิ์/ศักดิ์สิทธิ์,คุณภาพศักดิ์สิทธิ์
经典,jīngdiǎn,具有权威性的著作,คลาสสิก/คัมภีร์,ข้อความที่มีอำนาจ
原野,yuányě,没有树木的广阔平地,ทุ่งกว้าง/ป่า,ภูมิทัศน์ที่เปิดโล่ง
洪水,hóngshuǐ,大雨造成的灾害,น้ำท่วม,ภัยธรรมชาติ
漫上,mànshàng,水涨上来,ท่วม,น้ำที่เพิ่มขึ้น
两岸,liǎng'àn,河的两边,สองฝั่ง,ด้านของแม่น้ำ
平原,píngyuán,地势平坦的地方,ที่ราบ/ที่ราบ,ภูมิประเทศที่ราบ
剑刃,jiànrèn,剑的锋利部分,ใบดาบ,ขอบคม
光芒,guāngmáng,强烈的光线,แสงสว่าง/แสง,แสงที่ส่องประกาย
走遍,zǒubiàn,走遍所有地方,เดินทางไปทุกที่,การเดินทางที่สมบูรณ์
印度,yìndù,南亚的一个国家,อินเดีย,ชื่อประเทศ
西藏,xīzàng,中国的一个自治区,ทิเบต,ชื่อภูมิภาค
长途跋涉,chángtúbáshè,走很长的路,การเดินทางไกล,การเดินทางที่ขยายออกไป
雪山,xuěshān,终年积雪的山,ภูเขาหิมะ,ยอดเขาที่สูงมาก
乱石,luànshí,散乱的石头,หินที่กระจัดกระจาย,หินที่ไม่เป็นระเบียบ
狮子,shīzi,一种大型猫科动物,สิงโต,สัตว์ป่า
寻求,xúnqiú,寻找或追求,แสวงหา/ค้นหา,การแสวงหาอย่างกระตือรือร้น
女儿,nǚ'ér,女性的孩子,ลูกสาว,เด็กหญิง
诗,shī,文学的一种体裁,บทกวี,รูปแบบวรรณกรรม
流放,liúfàng,被驱逐到远方,การเนรเทศ,การขับไล่
故乡,gùxiāng,出生的地方,บ้านเกิด,สถานที่กำเนิด
山巅,shāndiān,山的最高处,ยอดเขา,ยอดเขา
采纳,cǎinà,接受或采用,รับเอา/ยอมรับ,การยอมรับ
言词,yáncí,说话的内容,คำพูด/การพูด,ภาษา
田野,tiányě,耕种的土地,ทุ่งนา,ที่ดินเกษตรกรรม
粮食,liángshi,可以吃的谷物,ธัญพืช/อาหาร,อาหารหลัก
谷仓,gǔcāng,储存粮食的地方,ยุ้งฉาง,อาคารเก็บรักษา
覆盖,fùgài,遮盖在上面,ปกคลุม,ชั้นป้องกัน
怨恨,yuànhèn,强烈的不满或仇恨,ความแค้น,อารมณ์เชิงลบ
祝福,zhùfú,美好的祝愿,พร,ความปรารถนาเชิงบวก
黑暗,hēi'àn,没有光线的状态,ความมืด,การขาดแสง
母亲,mǔqīn,生养自己的女性,แม่,ผู้ปกครองหญิง
地母,dìmǔ,大地母亲,แม่ธรณี,หญิงศักดิ์สิทธิ์
夜晚,yèwǎn,天黑到天亮的时间,คืน,เวลาของความมืด
归,guī,属于或归属,เป็นของ,ความเป็นเจ้าของ
少女,shàonǚ,年轻的女孩,หญิงสาว,หญิงหนุ่ม
佩带,pèidài,佩戴或装饰,สวมใส่/ประดับ,การกระทำที่ตกแต่ง
花朵,huāduǒ,植物的花,ดอกไม้,ความงามตามธรรมชาติ
鲜嫩,xiānnèn,新鲜嫩滑的样子,สด/อ่อนนุ่ม,คุณภาพของวัยหนุ่มสาว
嘴唇,zuǐchún,嘴的边缘部分,ริมฝีปาก,ส่วนร่างกาย
火焰般,huǒyànbān,像火焰一样,เหมือนเปลวไฟ,คุณภาพที่ร้อนแรง
原始,yuánshǐ,最初的或最初的,ดั้งเดิม/ต้นฉบับ,สถานะโบราณ
头盖骨,tóugàigǔ,头部的骨头,กะโหลกศีรษะ,โครงสร้างกระดูก
掀开,xiānkāi,揭开或打开,ยกขึ้น/เปิด,การกระทำของการเปิด
神,shén,超自然的存在,พระเจ้า/เทพ,สิ่งมีชีวิตศักดิ์สิทธิ์
站立,zhànlì,直着身体站着,ยืน,ตำแหน่งแนวตั้ง
战场,zhànchǎng,打仗的地方,สนามรบ,พื้นที่การต่อสู้
血红,xuèhóng,像血一样的红色,แดงเลือด,สีแดงเข้ม
冲上,chōngshàng,快速向上移动,พุ่งขึ้น,การเคลื่อนไหวอย่างรวดเร็วขึ้น
火中之火,huǒzhōngzhīhuǒ,火中的火,ไฟในไฟ,ไฟที่รุนแรง
粗糙,cūcāo,不光滑的样子,หยาบ/หยาบ,คุณภาพของพื้นผิว
名字,míngzi,人的称呼,ชื่อ,ตัวระบุส่วนตัว
革命,gémìng,社会制度的根本改变,การปฏิวัติ,ความวุ่นวายทางสังคม
赤裸,chìluǒ,没有穿衣服的样子,เปลือย/เปล่า,สถานะที่เปิดเผย
身体,shēntǐ,人的躯体,ร่างกาย,รูปแบบทางกายภาพ
行走,xíngzǒu,走路或移动,เดิน/เคลื่อนไหว,การเคลื่อนไหว
幻灭,huànmiè,希望破灭,ความลวงและความพินาศ,การหายไป
