飘忽不定,piāohūbùdìng,摇摆不定的样子,Parpadeante/inestable,Movimiento incierto
面容,miànróng,脸的样子,Rostro/características faciales,Apariencia física
天马,tiānmǎ,天上的马,Caballo celestial,Criatura mítica que representa libertad
***
黄昏,huánghūn,日落时分,Atardecer/crepúsculo,Tiempo entre día y noche
嫁妆,jiàzhuāng,女子出嫁时的财物,Dote,Regalo matrimonial que representa transición
姐妹,jiěmèi,同父母的女性,Hermanas,Hermanas femeninas
断送,duànsòng,毁掉或失去,Arruinar/destruir,Fin o destrucción
夜色,yèsè,夜晚的景色,Escena nocturna,Atmósfera de la noche
钴,gǔ,一种金属元素,Cobalto,Elemento químico
石头,shítou,岩石或石块,Piedra/roca,Elemento natural sólido
白雪,báixuě,白色的雪,Nieve blanca,Elemento natural puro
献出,xiànchū,恭敬地给予,Ofrecer/dedicar,Acto de dar
女神,nǚshén,女性的神,Diosa,Figura femenina divina
韵律,yùnlǜ,诗歌的节奏,Ritmo/métrica,Estructura poética
侍奉,shìfèng,服侍或伺候,Servir/atender,Acto de servicio
流血,liúxuè,血液流出,Sangrar,Sufrimiento físico
汕头,shàntóu,中国的一个城市,Ciudad de Shantou,Referencia geográfica
伤口,shāngkǒu,受伤的地方,Herida,Lesión física
慰藉,wèijiè,安慰或抚慰,Consolar,Sanación emocional
遗忘,yíwàng,忘记或失去记忆,Olvidar,Pérdida de memoria
伴侣,bànlǚ,一起生活的人,Compañero,Compañero de vida
火把,huǒbǎ,用来照明的火,Antorcha,Fuente de luz
辨认,biànrèn,识别或确认,Reconocer/identificar,Proceso de reconocimiento
嘴脸,zuǐliǎn,脸的样子,Rostro/características,Apariencia facial
无可救药,wúkějiùyào,无法挽救的,Incurable/sin esperanza,Sin remedio
肉体,ròutǐ,人的身体,Carne/cuerpo,Forma física
草原,cǎoyuán,长满草的原野,Pradera/estepa,Paisaje natural abierto
帐篷,zhàngpeng,用来居住的篷子,Tienda,Estructura de refugio
编织,biānzhī,用线织成布,Tejer/Hacer punto,Creación textil
纺轮,fǎnglún,用来纺线的工具,Rueda de hilar,Herramienta textil
轮轴,lúnzhóu,车轮的中心轴,Eje/árbol,Componente mecánico
屈从,qūcóng,屈服或顺从,Someterse/ceder,Acto de rendición
晚霞,wǎnxiá,傍晚的彩云,Resplandor vespertino,Colores del atardecer
起飞,qǐfēi,飞机开始飞行,Despegar,Comienzo del vuelo
秘密,mìmì,不公开的事情,Secreto,Conocimiento oculto
高空,gāokōng,很高的天空,Gran altitud,Espacio elevado
血红,xuèhóng,像血一样的红色,Rojo sangre,Color rojo profundo
月亮,yuèliàng,地球的卫星,Luna,Cuerpo celestial
迟至,chízhì,最晚到,Tan tarde como,Referencia temporal
诉说,sùshuō,详细地讲述,Contar/narrar,Acto de hablar
判,pàn,判决或判定,Sentenciar/condenar,Juicio legal
家园,jiāyuán,家乡或故乡,Hogar/patria,Lugar de pertenencia
结伴,jiébàn,一起同行,Viajar juntos,Compañerismo
青春,qīngchūn,年轻的时候,Juventud,Edad joven
革命,gémìng,社会制度的根本改变,Revolución,Cambio social
札记,zhájì,读书时做的笔记,Notas/diario,Registros escritos
难民,nànmín,因战争等原因流离失所的人,Refugiado,Persona desplazada
镌刻,juānkè,在硬物上刻字,Grabar/tallar,Creación artística
乞讨,qǐtǎo,向人要钱或食物,Mendigar,Acto de pedir ayuda
木碗,mùwǎn,用木头做的碗,Cuenco de madera,Contenedor simple
眼红,yǎnhóng,嫉妒或羡慕,Envidioso/ojos rojos,Estado emocional
***
混沌,hùndùn,混乱无序的状态,Caos/confusión,Estado desordenado
头颅,tóulú,人的头部,Cabeza/cráneo,Parte del cuerpo que representa la mente
运货马车,yùnhuòmǎchē,用来运货的马车,Carro de carga,Vehículo de transporte
摇摇晃晃,yáoyáohuànghuàng,摇摆不定的样子,Balanceándose/inestable,Movimiento inestable
山冈,shāngāng,小山或丘陵,Colina/montículo,Tierra elevada
马车夫,mǎchēfū,驾驶马车的人,Conductor de carro,Operador de transporte
上帝,shàngdì,最高的神,Dios,Ser divino
肮脏,āngzāng,不干净的样子,Sucio/inmundo,Estado impuro
膝盖,xīgài,大腿和小腿之间的关节,Rodilla,Articulación corporal
鞭子,biānzi,用来驱赶牲畜的工具,Látigo,Herramienta de control
绝望,juéwàng,完全失去希望,Desesperación/sin esperanza,Estado emocional
***
打扫,dǎsǎo,清理或清扫,Limpiar/barrer,Acción de limpieza
陌不相识,mòbùxiāngshí,不认识的人,Desconocido/extraño,Persona no familiar
寂寞,jìmò,孤单冷清的感觉,Solitario,Aislamiento emocional
阴沉,yīnchén,天气阴暗的样子,Sombrío/oscuro,Condición atmosférica
泉水,quánshuǐ,从地下涌出的水,Agua de manantial,Fuente de agua natural
白白,báibái,没有效果地,En vano,Sin propósito
开放,kāifàng,花朵张开或开放,Abrir/florecer,Proceso natural
美丽,měilì,好看的样子,Hermoso,Calidad estética positiva
负伤,fùshāng,受伤或受伤,Herido/lesionado,Daño físico
麦子,màizi,小麦的植株,Trigo,Cultivo de grano
芳香,fāngxiāng,好闻的气味,Fragante,Calidad aromática
荒凉,huāngliáng,人烟稀少的样子,Yermo/estéril,Paisaje vacío
承受,chéngshòu,接受或承担,Soportar/aguantar,Aceptar carga
雷霆,léitíng,打雷的声音,Trueno,Fenómeno natural
圣书,shèngshū,神圣的书籍,Libro sagrado,Texto sagrado
上卷,shàngjuàn,书的上半部分,Volumen superior,Primera parte del libro
翅膀,chìbǎng,鸟类用来飞行的器官,Alas,Partes del cuerpo para volar
明亮,míngliàng,光线充足的样子,Brillante/claro,Calidad de luz
阴沉沉,yīnchénchén,天气很阴暗的样子,Sombrío,Condición atmosférica
下卷,xiàjuàn,书的下半部分,Volumen inferior,Segunda parte del libro
欢乐,huānlè,快乐的样子,Alegre/feliz,Emoción positiva
空空荡荡,kōngkōngdàngdàng,空无一物的样子,Vacío/desocupado,Carente de contenido
合成,héchéng,把不同的东西合在一起,Combinar/fusionar,Proceso de unificación
劈开,pīkāi,用刀斧等分开,Partir/hendir,Acción de dividir
肢体,zhītǐ,人的四肢和身体,Extremidades/partes del cuerpo,Componentes físicos
***
手捧,shǒupěng,用手捧着,Sostener en las manos,Acción física
亲生,qīnshēng,自己生的孩子,Biológico/propio,Relación directa
鲜血,xiānxuè,新鲜的血液,Sangre fresca,Sangre viva
杯子,bēizi,用来喝水的器皿,Vaso/copa,Contenedor
光明,guāngmíng,光亮的样子,Brillo/luz,Iluminación
孪生,luánshēng,双胞胎,Mellizo,Hermanos idénticos
兄弟,xiōngdì,同父母的男性,Hermanos,Hermanos masculinos
古波斯,gǔbōsī,古代的波斯,Persia antigua,Región histórica
高原,gāoyuán,海拔较高的平地,Meseta/tierras altas,Tierra elevada
地带,dìdài,一定的区域,Región/zona,Área geográfica
神圣,shénshèng,神圣不可侵犯的,Sagrado/santo,Calidad divina
经典,jīngdiǎn,具有权威性的著作,Clásico/cánon,Texto autoritativo
原野,yuányě,没有树木的广阔平地,Llanura/yermo,Paisaje abierto
洪水,hóngshuǐ,大雨造成的灾害,Inundación,Desastre natural
漫上,mànshàng,水涨上来,Inundar,Agua subiendo
两岸,liǎng'àn,河的两边,Ambas orillas,Lados del río
平原,píngyuán,地势平坦的地方,Llanura/tierra plana,Terreno nivelado
剑刃,jiànrèn,剑的锋利部分,Filo de espada,Filo afilado
光芒,guāngmáng,强烈的光线,Resplandor/luz,Luz brillante
走遍,zǒubiàn,走遍所有地方,Viajar por todo,Viaje completo
印度,yìndù,南亚的一个国家,India,Nombre del país
西藏,xīzàng,中国的一个自治区,Tíbet,Nombre de la región
长途跋涉,chángtúbáshè,走很长的路,Viaje largo,Viaje extendido
雪山,xuěshān,终年积雪的山,Montaña nevada,Pico de gran altitud
乱石,luànshí,散乱的石头,Rocas dispersas,Piedras desordenadas
狮子,shīzi,一种大型猫科动物,León,Animal salvaje
寻求,xúnqiú,寻找或追求,Buscar/explorar,Búsqueda activa
女儿,nǚ'ér,女性的孩子,Hija,Niña femenina
诗,shī,文学的一种体裁,Poesía,Forma literaria
流放,liúfàng,被驱逐到远方,Exilio,Destierro
故乡,gùxiāng,出生的地方,Pueblo natal,Lugar de origen
山巅,shāndiān,山的最高处,Cima de montaña,Cumbre
采纳,cǎinà,接受或采用,Adoptar/aceptar,Aceptación
言词,yáncí,说话的内容,Palabras/discurso,Lenguaje
田野,tiányě,耕种的土地,Campos,Tierra agrícola
粮食,liángshi,可以吃的谷物,Grano/comida,Alimento básico
谷仓,gǔcāng,储存粮食的地方,Granero,Edificio de almacenamiento
覆盖,fùgài,遮盖在上面,Cubrir,Capa protectora
怨恨,yuànhèn,强烈的不满或仇恨,Resentimiento,Emoción negativa
祝福,zhùfú,美好的祝愿,Bendición,Deseo positivo
黑暗,hēi'àn,没有光线的状态,Oscuridad,Ausencia de luz
母亲,mǔqīn,生养自己的女性,Madre,Progenitora femenina
地母,dìmǔ,大地母亲,Madre tierra,Femenino divino
夜晚,yèwǎn,天黑到天亮的时间,Noche,Tiempo de oscuridad
归,guī,属于或归属,Pertenecer a,Propiedad
少女,shàonǚ,年轻的女孩,Joven,Femenino joven
佩带,pèidài,佩戴或装饰,Llevar/adornar,Acción decorativa
花朵,huāduǒ,植物的花,Flor,Belleza natural
鲜嫩,xiānnèn,新鲜嫩滑的样子,Fresco/tierno,Calidad de juventud
嘴唇,zuǐchún,嘴的边缘部分,Labios,Parte del cuerpo
火焰般,huǒyànbān,像火焰一样,Como llama,Calidad ardiente
原始,yuánshǐ,最初的或最初的,Primitivo/original,Estado antiguo
头盖骨,tóugàigǔ,头部的骨头,Cráneo,Estructura ósea
掀开,xiānkāi,揭开或打开,Levantar/abrir,Acción de apertura
神,shén,超自然的存在,Dios/divinidad,Ser divino
站立,zhànlì,直着身体站着,Ponerse de pie,Posición vertical
战场,zhànchǎng,打仗的地方,Campo de batalla,Área de combate
血红,xuèhóng,像血一样的红色,Rojo sangre,Color rojo profundo
冲上,chōngshàng,快速向上移动,Subir corriendo,Movimiento rápido hacia arriba
火中之火,huǒzhōngzhīhuǒ,火中的火,Fuego dentro del fuego,Fuego intenso
粗糙,cūcāo,不光滑的样子,Áspero/burdo,Calidad de textura
名字,míngzi,人的称呼,Nombre,Identificador personal
革命,gémìng,社会制度的根本改变,Revolución,Conmoción social
赤裸,chìluǒ,没有穿衣服的样子,Desnudo/al descubierto,Estado descubierto
身体,shēntǐ,人的躯体,Cuerpo,Forma física
行走,xíngzǒu,走路或移动,Caminar/moverse,Locomoción
幻灭,huànmiè,希望破灭,Ilusión y destrucción,Desaparición
